last_name, first_name,player_id,year,b_k_percent,z_swing_percent,z_swing_miss_percent,oz_swing_percent,oz_swing_miss_percent,oz_contact_percent,meatball_swing_percent,iz_contact_percent,swing_percent,
Cabrera, Miguel,408234,2021,22.4,69.1,18.1,30.3,42.8,57.2,77.6,81.9,49.4,
Cruz Jr., Nelson,443558,2021,21.6,73.8,22.6,31,47.5,52.5,89.3,77.4,51,
Peralta, David,444482,2021,17.1,66.6,13.4,27,40.1,59.6,77.7,86.4,46.5,
Blackmon, Charlie,453568,2021,15.6,67.8,14.2,26.2,36.2,63.4,75.5,85.4,47.3,
McCutchen, Andrew,457705,2021,23.0,63.7,18.9,19.1,49.5,50,80.6,81.1,41.7,
Turner, Justin,457759,2021,16.0,66.9,13.2,22.6,30.7,69.3,77.1,86.8,44.5,
Votto, Joey,458015,2021,23.8,68.1,22.4,21.7,49.4,50.6,81.5,77.6,43.9,
Andrus, Elvis,462101,2021,15.0,66,10.3,31.7,39,61,70.7,89.2,48.9,
Santana, Carlos,467793,2021,15.5,66.9,16.7,22.5,37,63.4,73.9,83.2,43.4,
Lowrie, Jed,476704,2021,21.1,70.9,18.2,20.6,46.5,53,81.9,81.7,46.7,
Brantley Jr., Michael,488726,2021,10.4,65.9,7.1,24.1,21.8,78.2,67.6,92.7,45.6,
Gurriel, Yuli,493329,2021,11.2,62.2,8.8,26.1,24.2,75.8,76.1,91.2,42.8,
Rojas, Miguel,500743,2021,13.7,66.4,11.2,26.3,38.2,61.4,78.2,88.6,45.7,
Escobar, Eduardo,500871,2021,20.7,72.2,18.4,28.8,36.3,63.7,82.4,81.6,49.5,
Pham, Tommy,502054,2021,22.8,59.9,16.6,16.1,50,50,76.4,83.4,38.2,
Martinez, J.D.,502110,2021,23.7,76.5,20.9,33.7,46.7,53.3,84.1,79.1,54.2,
Goldschmidt, Paul,502671,2021,20.0,64.4,21.2,25.2,33.6,66.4,72.9,78.8,44.2,
Altuve, Jose,514888,2021,13.4,66.7,10,30.5,27.1,71.7,79.9,89.4,47.4,
Hernandez, Cesar,514917,2021,21.2,68.3,15.5,26.1,38.2,59.2,79.9,83,47.1,
Segura, Jean,516416,2021,13.8,66.6,11.4,30.2,30.2,68.5,71.3,87.5,48.7,
Marte, Starling,516782,2021,18.8,71,16,30.1,42.3,56.4,77.5,82.2,49.5,
Donaldson, Josh,518626,2021,21.0,70.2,22.5,22.6,42.1,57.9,83.8,77.4,45.2,
Freeman, Freddie,518692,2021,15.4,77.5,17.2,25.6,32.3,67.1,91.6,82.7,51.2,
LeMahieu, DJ,518934,2021,13.8,61.8,9.8,20.5,28.1,71.9,69.2,90.2,41.4,
Rizzo, Anthony,519203,2021,15.1,64.5,15.6,29.3,31.7,67.4,69.1,84.4,46.5,
Stanton, Giancarlo,519317,2021,27.1,63.5,23.5,28,50.5,49.5,65.9,76.5,44.2,
Perez, Salvador,521692,2021,25.6,78.6,20.8,44.6,50,50,82.4,79.2,58.9,
Garcia, Avisail,541645,2021,23.5,81.8,25.5,37.2,49.4,50.6,91.4,74.5,58.1,
Villar, Jonathan,542340,2021,26.1,74.7,22.2,27.9,48.8,50.5,87.1,77.5,49.9,
Aguilar, Jesus,542583,2021,18.2,63.8,17.1,27.3,44.9,55.1,65.8,82.9,44.8,
Crawford, Brandon,543063,2021,19.1,77.6,20.3,27.9,52.3,47.7,86,79.5,51.7,
Cron, C.J.,543068,2021,21.4,66.2,19.2,30.9,42.3,57.7,70.3,80.8,47.1,
Grossman, Robbie,543257,2021,23.1,63.4,16,15.6,42.6,57.4,79.5,84,38.4,
Harrison, Josh,543281,2021,13.4,75.1,15,35.5,26.9,72.8,77.4,84.9,55.4,
Hosmer, Eric,543333,2021,17.5,67,14.5,31.8,38.5,61.5,82,85.5,48.3,
Semien, Marcus,543760,2021,20.2,69.7,14.4,21.2,44.4,55.6,82.8,85.6,45.1,
Grichuk, Randal,545341,2021,20.9,73.7,13,32.4,44.8,55.2,85.4,87,52.3,
Harper, Bryce,547180,2021,22.4,75.4,24.6,24.7,50.3,49.4,86.3,74.8,47.5,
Abreu, Jose,547989,2021,21.7,66.7,17.4,32.1,46.3,53.7,70.8,82.6,48.4,
Suarez, Eugenio,553993,2021,29.8,64.3,18.9,23.2,56.4,43.6,73.3,81.1,42.7,
Schoop, Jonathan,570731,2021,19.7,71,15.7,35.2,41.6,58.4,80.3,84.3,52.5,
Arenado, Nolan,571448,2021,14.7,67.3,10.4,29,34.7,65.3,64.1,89.6,46.8,
Farmer, Kyle,571657,2021,18.3,65.2,11.5,35.6,34.6,64.8,68.3,88.5,49.9,
Haniger, Mitch,571745,2021,24.5,65,20.1,29.2,50.2,49.8,72.3,79.9,46.6,
Hernandez, Enrique,571771,2021,18.8,66.7,14,24.9,46.3,53.7,79.4,85.8,44.6,
Muncy, Max,571970,2021,20.3,60.3,16.8,15.7,47.9,52.1,75.3,83.2,37.6,
Seager, Kyle,572122,2021,24.0,72.3,20.5,29.2,49.9,50.1,80,79.3,49.6,
Taylor, Michael A.,572191,2021,27.3,75.4,22.3,30.4,50.4,47.2,83.8,76.6,51.9,
Yastrzemski, Mike,573262,2021,24.6,67.9,18.8,23,40.9,59.1,81.7,80.2,45.9,
Iglesias, Jose,578428,2021,14.7,68.5,10.7,43.2,30.2,69.8,77.4,89.3,55,
Bryant, Kris,592178,2021,23.0,73.7,17.7,26.6,53.3,46.7,82.1,82.3,48.7,
Canha, Mark,592192,2021,20.5,61.5,15.4,20.7,38.6,61.4,76.8,84.6,40.5,
Castellanos, Nick,592206,2021,20.7,78.8,20.2,36.3,48.4,51.4,88.4,79.8,55,
Judge, Aaron,592450,2021,25.0,66.1,20.1,23.6,49.6,50.4,78,79.9,42.5,
Machado, Manny,592518,2021,15.9,70.2,14.1,28.9,41.6,58.4,77.5,85.7,48,
Realmuto, J.T.,592663,2021,24.0,70,21.8,30.4,38.2,61.8,79.4,78.2,49.5,
Renfroe, Hunter,592669,2021,22.7,66.7,18.9,31.7,39.1,60.9,72.5,81.1,48.2,
Merrifield, Whit,593160,2021,14.3,71.3,13.9,29,28.4,71.1,82.5,85.9,50,
Bogaerts, Xander,593428,2021,18.7,62.4,15.6,31,33.3,66.7,73.7,84.4,45.7,
Polanco, Jorge,593871,2021,18.3,70.5,11.9,29.7,37.2,62.3,77.5,87.5,49.5,
Sano, Miguel,593934,2021,34.4,66.1,25.9,26.6,63.7,36.3,81,74.1,44.6,
Duvall, Adam,594807,2021,31.4,67.1,19.3,33.8,48,52,67.9,80.7,50,
Baez, Javier,595879,2021,33.6,75.9,29.5,44.5,52.8,46.7,85.4,70.3,56.9,
Lindor, Francisco,596019,2021,18.3,70.9,16.8,26,38.8,61.2,86,82.2,47.4,
Story, Trevor,596115,2021,23.4,73.7,17.9,30.3,48.2,51.6,81.5,82.1,50.8,
Candelario, Jeimer,600869,2021,21.6,68.6,15.2,29.1,40.6,59.1,76.5,84.6,47.6,
Bell, Josh,605137,2021,17.8,74,16.3,23.8,44.7,55.3,83.2,83.7,46.7,
Betts, Mookie,605141,2021,15.6,63.9,10.1,18.2,38.8,61.2,73.6,89.9,40.4,
Tapia, Raimel,606132,2021,13.1,69,8.8,33,27.4,72.3,71.1,90.7,51.2,
Hernandez, Teoscar,606192,2021,24.9,75.8,20.6,30.6,56.5,43.5,81,79.4,51.8,
Turner, Trea,607208,2021,17.0,72.3,15.4,26.5,43.4,56.6,78.5,84.6,49.2,
Ramirez, Jose,608070,2021,13.7,64.4,8.9,24.1,28.9,71.1,69,91.1,43,
Gallo, Joey,608336,2021,34.6,64.4,30.7,18.9,64,35.3,77,68.6,40.4,
Swanson, Dansby,621020,2021,25.6,72.5,24.4,24,48.2,51.8,82.7,75.5,48.1,
Newman, Kevin,621028,2021,7.4,63.3,6.2,26.5,25.1,74.1,69.5,92.5,44.9,
Taylor, Chris,621035,2021,28.7,69.4,26,20.6,56.3,43.3,83.7,73.9,45.6,
Correa, Carlos,621043,2021,18.1,62,12.6,24.1,40.3,59.7,72.7,87.4,42.1,
Olson, Matt,621566,2021,16.8,72.2,18.1,23.7,36.8,62.9,83.9,81.6,47,
Alonso, Pete,624413,2021,19.9,71,16.6,30.8,41.2,58.8,85.4,83.4,49.3,
Frazier, Adam,624428,2021,10.8,67.9,7.5,26.1,25.8,74.2,75.1,92.3,47.6,
Soler, Jorge,624585,2021,23.6,70,18.5,23,57.4,42.6,82.1,81.4,44.8,
Cronenworth, Jake,630105,2021,14.0,62.5,7.3,23.5,31,68.7,71.9,92.2,43.2,
Meadows, Austin,640457,2021,20.6,71,16.3,25.1,44.6,55.4,81.2,83.5,46.7,
Anderson, Tim,641313,2021,21.6,79.2,17.7,36.6,43.8,56.3,84.3,82.3,57.8,
Crawford, J.P.,641487,2021,16.6,64,10.1,21.7,33.5,65.5,74.8,89.5,44.2,
Dozier, Hunter,641531,2021,28.4,70.3,18.4,29.8,61.6,38.4,79.7,81.6,48.8,
Mancini III, Trey,641820,2021,23.2,65.6,21.8,30.8,44,56,76.3,78.2,47,
McMahon, Ryan,641857,2021,24.7,73.1,22,24.5,50.7,49.3,84.9,78,48.8,
O'Neill, Tyler,641933,2021,31.3,73.9,26,27.5,56.1,43.9,82.3,74,49.8,
Rosario, Amed,642708,2021,20.4,64,15.8,34.7,40.6,59.1,67.5,84.2,48.9,
Adames, Willy,642715,2021,28.1,72.2,24.3,27.5,52.5,47.5,85.3,75.6,48.9,
Benintendi, Andrew,643217,2021,18.0,73.9,18.7,30.2,32.5,66.6,87.7,80.4,52.5,
Kiner-Falefa, Isiah,643396,2021,13.3,62.6,6.8,30.7,30,70,62.7,93,46.5,
Albies, Ozzie,645277,2021,18.7,82.2,20.1,34.2,35.2,64.8,96.3,79.7,56.8,
Devers, Rafael,646240,2021,21.5,77.7,22.7,32.3,38.2,61.3,87.9,77.2,53.6,
Urias, Luis,649966,2021,20.4,67.8,18.2,25.2,35.2,64.5,76.9,81.7,46.3,
Torres, Gleyber,650402,2021,20.2,70.7,20.8,22.6,43.4,56.2,84.1,79.2,46.7,
Diaz, Yandy,650490,2021,15.7,66.8,13.8,18.9,38.1,61.9,80,86.2,42.6,
Chapman, Matt,656305,2021,32.5,66.4,27.6,22.9,47.6,52.4,84.8,72.4,44.6,
Mullins II, Cedric,656775,2021,18.5,64.7,14.8,27.8,33.4,63.5,79.5,82.8,46.3,
Smith, Pavin,656976,2021,19.4,59.5,9.3,23.8,38.3,61.3,77.9,90.7,42.1,
Verdugo, Alex,657077,2021,15.9,62.2,11.3,26.5,33.6,66.4,76.2,88.7,44.7,
Moncada, Yoan,660162,2021,25.5,63.6,19,23.6,50.3,49.7,72.9,81,42.6,
Ohtani, Shohei,660271,2021,29.6,69.9,26.8,27.2,51.5,48.2,86.2,73.2,45.8,
Riley, Austin,663586,2021,25.4,72.2,21.1,31,42.7,57.3,82.1,78.9,50.2,
Mountcastle, Ryan,663624,2021,27.5,76.1,22.8,38.1,46,54,89.2,77.2,55.1,
Tucker, Kyle,663656,2021,15.9,80.9,14.4,26.3,37.2,62.8,95.2,85.5,52.5,
India, Jonathan,663697,2021,22.3,56.9,17.3,21.8,44.7,55.3,68.4,82.7,39,
Grisham, Trent,663757,2021,22.6,63.5,16.7,16.9,41.1,57.8,77.2,82.5,40.5,
Lowe, Nathaniel,663993,2021,25.2,66.2,18.2,22.9,39.1,60.9,73,81.8,44.7,
Happ, Ian,664023,2021,29.2,65.6,24.5,23.1,53.4,46.2,82.4,75.3,43.9,
France, Ty,664034,2021,16.3,72.1,10.4,30,38.5,61.5,80.1,89.6,50.3,
Lowe, Brandon,664040,2021,27.2,78.5,25.4,29.7,49.9,50.1,89.1,74.5,52.5,
Fletcher, David,664058,2021,9.0,61.2,5.6,29.2,19.1,80.9,71.1,94,46.5,
Straw, Myles,664702,2021,19.0,59.7,9.9,19,26.4,73.6,72.8,89.8,40.4,
Walsh, Jared,665120,2021,26.0,68.5,19.6,31.6,38.8,61,80.5,79.8,49.3,
Tatis Jr., Fernando,665487,2021,28.0,79.9,24.1,29,57.9,42.1,90.5,75.5,51.5,
Guerrero Jr., Vladimir,665489,2021,15.8,73.7,18.2,24.5,52.7,47.3,85.3,81.8,47.3,
Soto, Juan,665742,2021,14.2,60,14.7,12.2,43.6,56.4,75.7,85.3,35,
Chisholm Jr., Jazz,665862,2021,28.6,64.9,22.3,30.8,44.2,55.2,80.7,76.8,47.2,
Bichette, Bo,666182,2021,19.9,79.6,14.5,38.1,37.2,62.8,87.7,85.5,57.8,
Carlson, Dylan,666185,2021,24.6,67.2,20.7,23.9,47.1,52.9,73.7,79,45,
Garcia, Adolis,666969,2021,31.2,74.5,26.2,35.8,49.2,50.6,83.5,73.7,54.1,
Gurriel Jr., Lourdes,666971,2021,18.9,68.3,16.4,34.3,38.9,61.1,78.6,83.6,50.9,
Arozarena, Randy,668227,2021,28.1,66.5,25.1,24.7,49.7,50,78.7,74.4,44.2,
Reynolds, Bryan,668804,2021,18.4,75.4,15.3,24.7,47.8,52.2,89.1,84.6,48.9,
Rojas, Josh,668942,2021,24.9,62.9,17.8,21.1,41.1,58.9,72,81.7,42.2,
Edman, Tommy,669242,2021,13.7,65.6,9,28.2,29.6,70.1,77.4,90.7,47.4,
Solak, Nick,669256,2021,20.9,64.3,18,29.8,37.7,62.3,68.4,81.6,46,
Hays, Austin,669720,2021,20.2,64.4,12.4,29.4,49.8,50.2,70.1,86.9,46.4,
Lopez, Nicky,670032,2021,13.1,64.9,9.5,24.5,31.6,66,70.5,89.2,45.1,
Alvarez, Yordan,670541,2021,24.2,62,12.6,26.2,43.8,56.2,66.9,87.1,43.1,
Cabrera, Miguel,408234,2022,24.8,70.7,22.5,31.1,44.8,55.2,80,77.5,50,
Cruz Jr., Nelson,443558,2022,22.3,72.8,23.9,30.6,48.5,51.5,79.7,76.1,50.7,
Peralta, David,444482,2022,23.2,69.4,14.7,31.7,54.2,45.1,74.3,85.3,50.5,
Blackmon, Charlie,453568,2022,17.4,69.5,14.5,30,32.9,66.5,78.3,85.3,50.4,
McCutchen, Andrew,457705,2022,18.5,69.2,13.8,21.5,50,50,80,86.2,46.8,
Turner, Justin,457759,2022,17.1,67.7,16.6,25.1,30.5,69.5,71.9,83.4,45.6,
Andrus, Elvis,462101,2022,14.3,61.5,16.5,28.8,31.4,68.6,64.5,82.9,44.9,
Brantley Jr., Michael,488726,2022,10.8,62.4,8.9,21.7,23.2,76.8,59.3,91.1,41.5,
Gurriel, Yuli,493329,2022,13.4,61.9,9.6,34.5,29.5,70.5,74.2,90.4,47.6,
Rojas, Miguel,500743,2022,11.1,66.7,6.8,31.2,34.4,64.9,68.1,92.6,48.6,
Escobar, Eduardo,500871,2022,24.5,72.6,19.5,31.9,43.1,56.9,77,80.5,50.8,
Pham, Tommy,502054,2022,24.2,62.1,17.5,21.3,53.8,46.2,76,82.3,42.3,
Martinez, J.D.,502110,2022,24.1,75.2,17.6,32.9,48.5,51.5,88,82.4,52.3,
Goldschmidt, Paul,502671,2022,20.5,59.7,19.3,27.6,40.7,58.9,61.5,80.7,43.1,
Altuve, Jose,514888,2022,15.8,63.4,10.3,29.5,26,72.4,65.9,88.8,44.8,
Hernandez, Cesar,514917,2022,17.8,69.6,12.9,28.3,39.9,58.1,73.9,85.9,48.7,
Marte, Starling,516782,2022,17.4,67.2,17.4,32.1,39.9,59.1,74.7,81,49.3,
Donaldson, Josh,518626,2022,26.0,68,24.9,30.4,40,59.4,80,75.1,48.2,
Freeman, Freddie,518692,2022,17.6,73.7,16.1,25.8,31.8,68.2,84.1,83.9,48.9,
LeMahieu, DJ,518934,2022,12.4,56.3,10.7,23.8,25.5,74.5,62.4,89.3,40.2,
Rizzo, Anthony,519203,2022,17.9,62.2,13,28.3,38,62,68.9,86.5,44.3,
Stanton, Giancarlo,519317,2022,26.2,62,26.8,26.4,50,50,78.2,73.2,42.6,
Flores, Wilmer,527038,2022,16.0,66.9,11.6,24.3,39.1,60.9,77.3,88.4,45,
Garcia, Avisail,541645,2022,28.3,82.5,21.3,42.1,61.3,38.7,91.2,78.7,60.1,
Ozuna, Marcell,542303,2022,22.3,69.4,18.2,31.8,41.3,58.7,82.1,81.8,49,
Aguilar, Jesus,542583,2022,23.9,63.9,18.6,37,40.4,59.2,68.8,81.4,49.3,
Cron, C.J.,543068,2022,25.6,63.5,15.8,32.8,37.4,62.1,78.1,84.2,47.7,
Grossman, Robbie,543257,2022,30.1,63.1,17.8,17.5,48.5,51.5,76.7,82.2,39.9,
Hosmer, Eric,543333,2022,16.6,68.9,10.1,35.2,35,64.1,69,89.9,50.6,
Semien, Marcus,543760,2022,17.3,72.8,12.5,27.9,43,57,85.6,87.5,49.8,
Springer III, George,543807,2022,19.3,76.7,23.3,24.3,49.3,50.7,85.1,76.7,50.1,
Grichuk, Randal,545341,2022,26.6,69,16.2,29.6,50,50,75.4,83.8,49.4,
Trout, Mike,545361,2022,29.6,62.1,25.1,21.2,51.1,48.9,69.7,74.9,41.3,
Harper, Bryce,547180,2022,18.9,82.4,21.3,35,42.2,55.8,87.7,78.2,56.4,
Abreu, Jose,547989,2022,15.6,63.9,13.8,25.6,41.8,58.2,69.4,86.2,43.9,
Suarez, Eugenio,553993,2022,31.6,63.9,25.9,23.4,54.2,45.8,65.1,74.1,42.5,
Urshela, Gio,570482,2022,17.1,70.2,14.1,35.8,34,66,80.2,85.9,52.7,
Schoop, Jonathan,570731,2022,19.9,74.5,15.9,37,47.2,52.8,75,84.1,55,
Arenado, Nolan,571448,2022,13.2,65.4,14.2,32.1,32.9,67.1,74,85.8,47.4,
Farmer, Kyle,571657,2022,14.8,65.1,10.9,32.5,31.4,68,68.1,89.1,48,
Muncy, Max,571970,2022,23.0,55.4,20.8,16.8,40.4,58.5,65.7,78.8,36,
Voit III, Luke,572228,2022,33.2,77.9,31.9,30.8,63.8,36.2,91.9,68.1,51.5,
Walker, Christian,572233,2022,19.2,66.4,15.1,21.2,53.2,46.8,77.9,84.9,42.4,
Ruf, Darin,573131,2022,26.4,55.4,19.4,22.3,46.2,53.8,69.4,80.6,38.8,
Yastrzemski, Mike,573262,2022,23.2,62.4,16.7,18.7,44.2,55,64.8,82,39.9,
Contreras, Willson,575929,2022,20.7,72.3,19.6,31.2,50.8,49.2,74.4,79.9,49.9,
Iglesias, Jose,578428,2022,10.4,65.5,9,39.7,22.3,77.7,67.1,91,52.9,
Canha, Mark,592192,2022,18.3,61.3,18.7,24.7,29.9,70.1,59.1,81.3,43.5,
Castellanos, Nick,592206,2022,23.3,77.4,21,38.9,51.3,48.7,83.5,79,56.8,
Drury, Brandon,592273,2022,22.6,59.1,11.5,29.7,34.4,65.6,71.3,88.5,44.2,
Judge, Aaron,592450,2022,24.9,65.5,18.3,23,50,49.4,74.3,81.7,43.4,
Machado, Manny,592518,2022,18.7,73.3,16.3,30,34.2,65.8,82.4,83.7,49.5,
Realmuto, J.T.,592663,2022,21.7,67.1,18.9,29.8,35.9,64.1,75,81.1,48,
Yelich, Christian,592885,2022,23.6,63.7,15.5,21.1,46,53.4,74.3,84.3,41.9,
Merrifield, Whit,593160,2022,14.5,71.4,14,28.9,31.3,67.7,78.2,85.5,50,
Bogaerts, Xander,593428,2022,20.3,60.5,17.2,27.5,38.1,61.9,70.1,82.8,43.1,
Polanco, Jorge,593871,2022,22.4,61.7,18.5,25.3,44.4,55,68.6,81.2,42.7,
Calhoun, Kole,594777,2022,26.9,80.7,26.4,31.1,51.9,48.1,87.3,73.6,53.4,
Duvall, Adam,594807,2022,32.0,67.4,21.1,34.6,44.6,55.4,74.7,78.9,50.5,
Profar, Jurickson,595777,2022,14.4,62.2,14.5,23.7,28.9,70,75.5,84.8,42,
Baez, Javier,595879,2022,24.9,68.6,22.2,46,54.6,45.4,72.5,77.8,55.2,
Lindor, Francisco,596019,2022,19.4,67.4,15.7,28.5,39.6,60.4,76.4,84.3,46.6,
Story, Trevor,596115,2022,31.2,69,21.7,32.5,47.5,52.5,74.2,78.3,49.6,
Sanchez, Gary,596142,2022,27.8,62.2,19.2,32.2,47,53,65.9,80.8,47,
Kepler, Max,596146,2022,15.4,69,13.3,22.8,44.2,55.1,80.7,86.5,44.2,
Franco, Maikel,596748,2022,19.4,67.4,22.2,38.3,39.5,60.5,76.3,77.8,52.6,
Bell, Josh,605137,2022,13.3,70.9,15.7,28.4,29.3,70.7,80.5,84.1,47.9,
Betts, Mookie,605141,2022,16.8,61.6,9,19.5,40,60,69.5,91,40,
Marte, Ketel,606466,2022,17.8,64.8,18.2,29.4,31.2,68.8,81.2,81.3,46.1,
Nimmo, Brandon,607043,2022,17.1,69,15.3,20.6,38.2,61.8,84,84.3,46,
Turner, Trea,607208,2022,19.9,71.7,15,30.2,50.2,49.8,82.8,85,49.5,
Ramirez, Jose,608070,2022,9.6,65.7,7.3,29.3,21.7,77.8,68.2,92.5,45.8,
Bregman, Alex,608324,2022,14.0,60.9,11.2,16.5,30.6,69.4,71.6,88.8,37.7,
Seager, Corey,608369,2022,16.6,80,14.5,30.8,56.6,43.4,90.7,85.5,54.3,
Winker, Jesse,608385,2022,18.1,69.9,14.9,20.8,34.8,65.2,81.3,84.6,45.9,
Swanson, Dansby,621020,2022,26.9,72.1,24,27,53.1,46.9,82,76,49,
Taylor, Chris,621035,2022,35.4,76.9,31.6,22.4,68.6,31.4,90.2,68.4,49.9,
Correa, Carlos,621043,2022,22.7,67.1,16.7,28.3,42.7,57.3,72.7,83.3,46.6,
Buxton, Byron,621439,2022,28.2,68.3,23.7,26.8,54.9,45.1,79.8,76.3,47.6,
Wisdom, Patrick,621550,2022,33.7,70.8,25,25.7,62.6,37.4,84.5,75,48.3,
Olson, Matt,621566,2022,22.7,73.7,20.8,25.9,43.5,56.5,76.4,79,48.1,
Mateo, Jorge,622761,2022,32.5,73,22.2,35.7,59.5,39.5,80.9,75.9,53.8,
Santander, Anthony,623993,2022,19.7,66.2,14.4,32.4,32.8,67.2,69.3,85.6,47.8,
Alonso, Pete,624413,2022,19.4,67.5,16.8,32.3,39.8,60.2,80.9,83.2,47.6,
Frazier, Adam,624428,2022,11.4,67.4,8,30.3,24.6,74.3,75.5,91.7,48.7,
Soler, Jorge,624585,2022,28.4,68.7,23.6,25.8,50,50,82.5,76.4,45.7,
Cronenworth, Jake,630105,2022,19.8,58.3,9.3,20.9,40.3,59,69.8,90.7,40.5,
Bellinger, Cody,641355,2022,30.2,66.7,23,32.7,38.2,61.8,84.2,76.8,49.5,
Crawford, J.P.,641487,2022,14.7,61.1,9.6,21.7,36,63.2,68.5,90.1,41.4,
Dozier, Hunter,641531,2022,22.6,71,13.3,31.5,54.8,45.2,79.5,86.7,49.7,
Mancini III, Trey,641820,2022,20.5,65.8,17.8,28.2,43.4,56.6,73.5,82.2,46.3,
McMahon, Ryan,641857,2022,26.1,64.1,20.5,27.4,45.4,54.6,79.3,79.5,46.3,
Tellez, Rowdy,642133,2022,19.9,62.2,14.9,27.2,40.7,59.3,67.4,85.1,44.1,
