last_name, first_name,player_id,year,b_k_percent,z_swing_percent,z_swing_miss_percent,oz_swing_percent,oz_swing_miss_percent,oz_contact_percent,meatball_swing_percent,iz_contact_percent,swing_percent,
Rosario, Amed,642708,2022,14.1,66.8,13.9,38.9,28.5,71.5,65.5,86.1,52.5,
Adames, Willy,642715,2022,27.8,70.1,22.5,28,48.1,51.9,82.9,77.5,48,
Estrada, Thairo,642731,2022,15.2,66.4,12.2,31.5,33.3,64.8,84.7,86.9,48.5,
Benintendi, Andrew,643217,2022,13.8,73,18.8,22.3,22,78,84,81.2,48,
Cooper, Garrett,643265,2022,24.1,58.7,15.2,29.4,39.1,60.9,77.1,84.8,43.9,
Kemp, Tony,643393,2022,13.9,66.4,9.8,29.4,25,75,73.2,89.2,48.1,
Kiner-Falefa, Isiah,643396,2022,13.9,61.5,7.6,33.7,22,78,75.6,91.8,48.1,
McNeil, Jeff,643446,2022,12.8,77.8,12.8,28.4,26.7,71.2,85,86.4,53,
Albies, Ozzie,645277,2022,17.5,81.9,15.1,43.1,32.9,66.7,92.1,84.9,58.8,
Devers, Rafael,646240,2022,17.4,78.6,21.6,36.9,37.4,62.1,89.4,77.9,56.4,
Arraez, Luis,650333,2022,8.0,62.4,6.5,23.6,10.6,89.4,62,93.2,41.6,
Torres, Gleyber,650402,2022,18.6,73.3,23.6,27.8,33.3,66.7,78.3,76.2,50.1,
Diaz, Yandy,650490,2022,10.0,62.6,8,18.6,28.9,71.1,72.6,92,39.9,
Chapman, Matt,656305,2022,24.0,63.7,21.1,19.2,47.5,52.5,78.7,78.9,41.7,
Hoskins, Rhys,656555,2022,24.9,59.8,16.6,22.9,45.8,54.2,72.5,83.4,40.9,
Joe, Connor,656582,2022,20.9,58.4,13.7,22.3,40.7,59.3,71.7,86.3,40.8,
Mullins II, Cedric,656775,2022,16.9,73.1,13.9,31.9,35.5,64,83.3,84.5,53.5,
Schwarber, Kyle,656941,2022,29.5,58,23.7,20.8,43.7,55.7,64,76.1,38.6,
Thomas, Lane,657041,2022,24.8,61.3,14,26.1,37.5,62.5,75.6,86,44.1,
Verdugo, Alex,657077,2022,10.0,67.2,8.6,25.8,29,71,76.1,91.4,47.3,
Ohtani, Shohei,660271,2022,23.9,70.4,23.7,26.2,38.8,61.2,84.9,76.3,47,
Ruiz, Keibert,660688,2022,9.7,76.5,7.3,30.7,28.5,71.5,74.6,92.7,51.6,
Sanchez, Jesus,660821,2022,28.4,67.2,21,32.9,49.7,50.3,80.5,79,48.4,
Varsho, Daulton,662139,2022,23.1,68,19,30.2,35.4,62.2,78,80,50.6,
Riley, Austin,663586,2022,26.2,76,20.2,31.6,49.3,50.7,82.2,79.8,52.6,
Mountcastle, Ryan,663624,2022,25.3,82,21.4,38.9,41.2,58.8,91.4,78.6,58.2,
Hayes, Ke'Bryan,663647,2022,22.8,61.7,11.3,25.5,41.7,58.3,67,88.7,42.5,
Tucker, Kyle,663656,2022,15.6,78.9,14.9,26.2,42.2,57.8,91,84.9,51.6,
Grisham, Trent,663757,2022,25.3,55.7,19.1,21.6,43.9,53.2,65,79.2,38.7,
Rodgers, Brendan,663898,2022,16.6,75.1,17.1,28.3,42.7,57.3,85.9,82.9,52.5,
Lowe, Nathaniel,663993,2022,23.8,73.7,18.5,29.5,47.9,51.5,81.7,81.5,52.4,
Happ, Ian,664023,2022,20.4,70.4,20.5,25.8,43.8,56.2,79.6,79.5,47.3,
France, Ty,664034,2022,14.0,76.5,10.1,28.5,40.5,59.5,78.4,89.9,51.1,
Bader, Harrison,664056,2022,17.8,64.6,10.5,33.8,37.2,61.2,61.2,88.1,47.7,
Straw, Myles,664702,2022,16.4,55.8,10.1,18,26.1,73.9,64.1,89.7,38.5,
Bohm, Alec,664761,2022,20.8,71.1,18.9,31.4,36,64,80,81.1,49.9,
Brown, Seth,664913,2022,26.3,67.2,19.5,30.8,52.1,47.3,78,80.2,48.4,
Walsh, Jared,665120,2022,29.7,64.8,18.1,31.6,44.9,55.1,76.5,81.6,49,
Guerrero Jr., Vladimir,665489,2022,17.9,74.3,16.8,28.5,43,57,88.5,83.2,49.4,
Soto, Juan,665742,2022,15.3,57,15.5,18.5,35.1,63.6,72.3,84,35.9,
Lux, Gavin,666158,2022,18.4,62.9,13.9,20.7,36,64,71.4,86.1,41.4,
Bichette, Bo,666182,2022,23.9,78.5,15.5,37.7,44.7,55.3,87.9,84.5,57.4,
Garcia, Adolis,666969,2022,27.1,74.9,27.8,37.8,45.3,54.7,76.8,72.2,54.5,
Gurriel Jr., Lourdes,666971,2022,17.3,66.9,14.5,28.5,38,62,71.4,85.5,47.4,
Arozarena, Randy,668227,2022,25.6,64.4,22.7,30.5,42.5,57.5,78.8,77.3,46.1,
Reynolds, Bryan,668804,2022,22.7,73.2,15.8,31.1,51.4,48.6,88,84,50.5,
Marsh, Brandon,669016,2022,34.5,64.5,24.2,29.5,44.1,53.3,70.7,75.8,46.9,
Murphy, Sean,669221,2022,22.7,70.3,17.9,33,41.1,58.9,84.3,82.1,51.4,
Edman, Tommy,669242,2022,18.3,61.5,10.7,29.9,36.9,62.1,63.2,89.3,45.3,
Smith, Will,669257,2022,14.5,64,14.8,18.1,25.5,74.5,73.6,85.2,41.3,
Espinal, Santiago,669289,2022,16.5,66.2,11.6,26.2,28.7,70.7,75,88.1,46,
Hays, Austin,669720,2022,17.8,71.9,10.1,36.7,47.2,52.8,77.3,89.9,53.2,
Lopez, Nicky,670032,2022,12.8,64.6,11.3,29.4,30,67.1,75.4,87.4,47.1,
Alvarez, Yordan,670541,2022,17.3,63.7,15.1,23.5,46,54,79.3,84.7,42.5,
Kirk, Alejandro,672386,2022,9.2,60.8,11.3,24.6,21.6,78.4,68.9,88.8,42.1,
Robert, Luis,673357,2022,19.2,83.3,17.3,45.2,42.3,57.7,87.7,82.7,62.4,
Kim, Ha-Seong,673490,2022,19.3,59.7,14.7,24.8,32,67.3,72.5,85.3,42.2,
Rodriguez, Julio,677594,2022,27.4,72.5,23,32.7,51.5,48.5,80.2,77,51,
Witt Jr., Bobby,677951,2022,24.5,71,19.2,34.7,40.7,59.3,81.1,80.8,52.2,
Torkelson, Spencer,679529,2022,25.9,67.7,18.1,24.5,43.5,56.5,77.5,81.9,46.2,
Kwan, Steven,680757,2022,8.5,53.2,6.9,20.7,17.5,82.5,68.5,92.2,37.3,
Miller, Owen,680911,2022,20.0,63.6,12.4,34.1,31.6,68.4,69.1,87.6,48.6,
Vaughn, Andrew,683734,2022,16.5,60.3,8.3,32.4,37.4,62.6,64.8,91.7,46.3,
Peralta, David,444482,2020,20.6,65.5,15.5,26.6,35.8,64.2,68.9,84.5,46.6,
Santana, Carlos,467793,2020,16.9,61.4,15.8,16.6,34.6,64.4,81.7,83.9,36.3,
Brantley Jr., Michael,488726,2020,15.0,59.3,10.1,20,35.2,64.8,65,89.4,39.9,
Escobar, Eduardo,500871,2020,18.5,70.2,12.9,35.2,36.6,63.4,87.3,86.7,51.4,
Reddick, Josh,502210,2020,20.0,68.4,16.1,25.7,39.1,60.9,73.2,83.2,46.5,
Gonzalez, Marwin,503556,2020,20.6,61.4,18.2,26.8,34.2,64.9,72.7,81.4,43,
Hernandez, Cesar,514917,2020,21.8,65,9.9,22.9,46.4,51.2,78.7,87.5,43.6,
Freeman, Freddie,518692,2020,14.1,77.7,15.2,25.8,31.3,68.7,90.8,84.8,48.2,
Grandal, Yasmani,518735,2020,29.9,49.3,22.2,20.1,50,50,47.5,77.8,34.1,
LeMahieu, DJ,518934,2020,9.7,64,7.1,24,22.2,77.8,67.6,92.9,44.1,
Flores, Wilmer,527038,2020,16.9,69.5,12.6,29.7,28,72,76.9,87.4,48,
Aguilar, Jesus,542583,2020,18.5,63.8,13.7,31.9,38.4,61.6,76.9,86.3,47.3,
Crawford, Brandon,543063,2020,24.4,78.3,21.6,31.7,55.1,44.9,83.3,78,54.6,
Semien, Marcus,543760,2020,21.2,70.9,18.8,18.5,39.8,60.2,75.3,80.9,44.1,
Grichuk, Randal,545341,2020,21.2,71.1,17.2,34,34.2,65.8,76.8,82.8,51.7,
Harper, Bryce,547180,2020,17.6,73.4,17.9,28.3,46.4,52.4,84.6,82.1,45.9,
Suarez, Eugenio,553993,2020,29.0,63.1,21.7,24,53.4,46.6,68.9,78.3,41.7,
Muncy, Max,571970,2020,24.2,59.6,19,15.9,53.3,46.7,76.5,81,36.6,
Myers, Wil,571976,2020,25.7,62.6,16.7,25.1,46,49.6,78,82.5,42.6,
Pollock, AJ,572041,2020,21.4,65.3,14.3,29.9,46.8,53.2,67.2,85.3,47.7,
Dickerson, Corey,572816,2020,16.7,73.7,23.3,33.2,30.8,69.2,89.1,76.7,53.4,
Yastrzemski, Mike,573262,2020,24.4,58.6,18.9,19.7,41.9,58.1,73.3,80.4,39.1,
Moran, Colin,592567,2020,26.0,69.2,17.2,35.7,43.4,56,86.5,82.4,49.9,
Realmuto, J.T.,592663,2020,24.6,66.9,22.6,25.2,47.4,52.6,77.8,77.4,45.3,
Merrifield, Whit,593160,2020,12.5,71.8,11.5,28,27.3,72,81.9,88.2,49.3,
Polanco, Jorge,593871,2020,15.5,64.4,10.4,23.2,34.3,64.8,75.8,89.3,43.7,
Duvall, Adam,594807,2020,25.8,66.6,18.7,32.5,43.3,56.7,78.2,81.3,49,
Baez, Javier,595879,2020,31.9,73.4,29.2,38.6,49.8,49.8,80,70.1,53.2,
Story, Trevor,596115,2020,24.3,66.6,18.3,28.2,40.5,59.5,80.6,81.4,45.8,
La Stella, Tommy,600303,2020,5.3,54.2,8.8,21.3,17.3,82.7,56.2,91.2,38.1,
Nunez, Renato,600524,2020,29.6,66.7,24.1,40,38.5,61.5,71.9,75.9,52.1,
Anderson, Brian,605119,2020,28.8,73.4,27.9,29.6,47.3,52.7,87.9,72.1,49.1,
Davis, J.D.,605204,2020,24.5,66.5,21.5,23.3,51.4,48.6,82.6,78.5,44.9,
Nimmo, Brandon,607043,2020,19.1,67.5,16.5,17,41.2,57.6,75.8,82.9,41.6,
Reyes, Franmil,614177,2020,28.6,69.3,28.1,27.5,59.3,40.7,77,71.9,46,
Taylor, Chris,621035,2020,25.7,73.7,27.2,17.3,53.9,46.1,87.1,71.8,44.9,
Alonso, Pete,624413,2020,25.5,65.3,17.7,30.5,52.2,47.8,78.3,82.3,46.1,
Frazier, Adam,624428,2020,15.2,68.9,11.1,24.7,30.4,69.6,75.3,87.5,46.2,
Crawford, J.P.,641487,2020,16.8,58.3,11.1,22.9,37.5,61.5,57.4,88.9,41.1,
McNeil, Jeff,643446,2020,11.5,83.1,13.6,32.4,26.9,73.1,86.3,86.1,57,
Schwarber, Kyle,656941,2020,29.5,62.3,21.8,27.8,38.9,60.4,69.8,77.8,42.9,
Acuna Jr., Ronald,660670,2020,29.7,63.7,26.3,20,39.8,60.2,80.3,73.7,40.5,
Fletcher, David,664058,2020,10.9,47.6,4.8,25.5,16.5,82.6,53.4,95.2,37.2,
Gurriel Jr., Lourdes,666971,2020,21.4,70.5,19.5,33.9,38.9,61.1,74.1,80.5,51.2,
Hiura, Keston,669374,2020,34.6,71.4,35.6,30.4,58.3,41.7,80.3,64.4,50.1,
Lopez, Nicky,670032,2020,21.4,64.2,16.3,25.2,32.6,67.4,63.3,82.4,44.6,
Robert, Luis,673357,2020,32.2,81.1,31.4,39.6,57.6,42.4,87.5,68.3,57.6,
Cabrera, Asdrubal,452678,2020,18.8,66.8,12.3,28.4,36.9,62.3,76.5,87.4,46.1,
Votto, Joey,458015,2020,19.3,57.2,17.2,17.3,38.1,61.9,69,82.8,36.2,
Gurriel, Yuli,493329,2020,11.7,66,6.3,34.4,30.4,69.6,63,93.7,48.8,
Segura, Jean,516416,2020,20.7,65.1,16,31.5,32.6,65.2,69.4,83.1,46.8,
Villar, Jonathan,542340,2020,26.1,74.7,22.4,33.6,48.7,51.3,85.5,76.8,51.6,
Vazquez, Christian,543877,2020,22.8,65,19.2,31.3,30.2,69.8,70.2,80.8,47.6,
Wong, Kolten,543939,2020,14.4,65.4,10.5,24.2,29,67.3,69.6,87.6,43.9,
Castellanos, Nick,592206,2020,28.5,73.2,19.9,35.9,55.8,44.2,77.6,80.1,51.8,
Rosario, Eddie,592696,2020,14.7,70.2,15.7,39.4,30.9,69.1,87.8,83.5,51.9,
Yelich, Christian,592885,2020,30.8,57.7,21.9,17.7,61.6,38.4,66.1,78.1,34.6,
Sano, Miguel,593934,2020,43.9,70.3,29.4,28,70.5,29.5,83,70.6,47.3,
Calhoun, Kole,594777,2020,21.9,76,23.2,21.4,62.1,37.9,85.7,76.8,46.8,
Lindor, Francisco,596019,2020,15.4,72.3,12.4,29.9,35.9,63,87.1,87.1,48.9,
Ahmed, Nick,605113,2020,21.2,69.3,20.7,30.1,40.7,59.3,81.4,78.6,48.2,
Bell, Josh,605137,2020,26.5,72.3,25.5,26.9,49.3,50.7,78.4,74.5,45.9,
Arcia, Orlando,606115,2020,16.9,67.6,19.1,28.1,31.7,68.3,81,80,46.8,
Hernandez, Teoscar,606192,2020,30.4,62.9,27.7,30.9,48.5,51.5,64.9,72.3,46.4,
Marte, Ketel,606466,2020,10.8,61.6,9.2,28,25,75,65.9,90.8,45,
Gallo, Joey,608336,2020,35.0,66.9,29.6,19.1,66.3,33.7,78.5,70.1,43.6,
Anderson, Tim,641313,2020,22.6,72.8,23.2,39.4,43.6,56.4,75.8,76.8,55.2,
Dozier, Hunter,641531,2020,25.8,64.1,14.1,24.4,65.7,34.3,77.6,85.9,41.9,
Lewis, Kyle,641786,2020,29.3,64.1,26.7,24.6,58.6,41.4,79.2,73.3,43.2,
McMahon, Ryan,641857,2020,34.2,67.7,22.3,27.2,53.9,44.3,88.7,77.4,47.3,
Smith, Dominic,642086,2020,22.6,71.9,19.2,33.5,39.4,60.6,85.1,80.8,51.9,
Adames, Willy,642715,2020,36.1,69.3,31.2,26.2,56,44,81.8,68.8,46.2,
Kiner-Falefa, Isiah,643396,2020,14.0,65.5,9.5,27.4,32.7,67.3,72.5,90.5,47.4,
Devers, Rafael,646240,2020,27.0,74.3,26.9,38.6,39.2,60.3,76.2,72.2,55,
Verdugo, Alex,657077,2020,20.4,57.8,12.7,27.8,31.3,68,68.8,87.3,42.8,
Moncada, Yoan,660162,2020,31.2,63.2,19,27.3,51.3,48.7,72.1,79.5,43.1,
Grisham, Trent,663757,2020,25.4,58,19.2,18,40.9,58.1,69.4,79.9,38.3,
Soto, Juan,665742,2020,14.3,61.5,15.4,15.7,40.3,59.7,74.1,84.1,36.2,
Cruz Jr., Nelson,443558,2020,27.1,68.3,22,30.8,56.3,43.8,75.9,78,47.6,
Blackmon, Charlie,453568,2020,17.8,70.3,15.2,29.7,42.9,57.1,78.5,83.9,50.2,
Solano, Donovan,456781,2020,19.2,68.5,13.3,36.2,37.4,62.6,78.3,86.7,51.9,
McCutchen, Andrew,457705,2020,19.9,58.8,16.4,21.4,38.2,61.8,65.9,83.6,40.6,
Marte, Starling,516782,2020,16.4,73.2,14.9,34.8,44,53.7,83.1,84.2,52.7,
Rizzo, Anthony,519203,2020,15.6,56,9.8,31.7,32.9,67.1,64.8,89.4,42.5,
Hicks, Aaron,543305,2020,18.0,66.4,22.6,15.4,48,52,82,77.4,39.4,
Rendon, Anthony,543685,2020,13.4,66.9,8.8,16.5,36.4,63.6,75.8,91.2,40.5,
Ruiz, Rio,547004,2020,22.5,77.4,19.7,28.3,47,53,84.8,80.3,52,
Arenado, Nolan,571448,2020,10.0,66.2,9.5,32.4,32.8,67.2,72.1,90.5,48.1,
Seager, Kyle,572122,2020,13.3,62.5,13.1,20.6,40,60,73.4,86.9,40.3,
Walker, Christian,572233,2020,20.6,74.3,17.9,29.9,49.3,50.7,85.2,82.1,51.8,
Canha, Mark,592192,2020,22.2,57.6,18.4,19.3,40,60,67.2,81.6,38,
Alberto, Hanser,593643,2020,13.0,75.7,11.1,52.3,23.5,74.7,77.1,87,62.9,
Franco, Maikel,596748,2020,15.6,71.4,15.7,32.8,40.1,59.9,78.6,84.3,49.9,
Bradley Jr., Jackie,598265,2020,22.1,67.4,22.4,23.8,35.6,62.4,87.3,77.3,45.3,
Turner, Trea,607208,2020,13.9,67.6,13.5,27.2,34,66,80.4,86.5,46.9,
Ramirez, Jose,608070,2020,16.9,63.2,13.1,22.6,25.2,74.8,75,86.9,41.4,
Seager, Corey,608369,2020,15.9,82.2,14.2,30.3,56,44,97.7,85.8,55.6,
Swanson, Dansby,621020,2020,26.9,71,26.1,23.9,47.7,52.3,81.9,73.9,47.2,
Cronenworth, Jake,630105,2020,15.6,58.1,10.3,19,38.8,61.2,73.1,89.7,39.8,
Robles, Victor,645302,2020,28.0,73.1,20.7,29.1,42.1,56.1,80.5,76.7,50.3,
Jimenez, Eloy,650391,2020,24.8,75.4,22.5,37.9,39.8,60.2,86.5,77.5,54.4,
White, Evan,657108,2020,41.6,63.2,28.9,24.3,62,38,68.9,71.1,43.8,
Laureano, Ramon,657656,2020,26.1,57.4,15.3,23.3,48.6,51.4,61,84.7,40.2,
Riley, Austin,663586,2020,23.8,77.9,20.8,32.3,50.8,49.2,90.3,79.2,54.2,
Lowe, Brandon,664040,2020,25.9,72.5,28,21.2,62.4,36.6,83.8,72,46.9,
Reynolds, Bryan,668804,2020,27.4,70,15.8,27.7,52.7,47.3,82.3,83.9,46.8,
Edman, Tommy,669242,2020,21.1,61,11.2,25.6,36.2,63.8,63.6,88,42.7,
Solak, Nick,669256,2020,18.0,64.1,9.6,24.2,43.6,56.4,63.9,90.4,43.8,
Cabrera, Miguel,408234,2020,22.1,70.5,18.4,29.9,55.9,44.1,75.6,81.6,47.7,
Longoria, Evan,446334,2020,18.7,62.4,12.2,27.8,40.5,59.5,69.7,87.8,45,
Martinez, J.D.,502110,2020,24.9,73.7,20.3,30.9,46.1,53.9,83.8,79.7,51.9,
Goldschmidt, Paul,502671,2020,18.6,61.1,19.6,22.5,33.3,66.7,78.8,80.4,40.6,
Altuve, Jose,514888,2020,18.6,67.9,12.4,35.3,32.4,66.9,81.5,86.7,50,
Garcia, Avisail,541645,2020,23.7,78.5,23.9,34.5,55.1,44.9,81,76.1,54.6,
Ozuna, Marcell,542303,2020,22.5,68.7,21,28.2,51.8,48.2,73.8,79,46.3,
Grossman, Robbie,543257,2020,19.8,65.9,12.8,21.7,34.9,65.1,87,87.2,43.4,
Springer III, George,543807,2020,17.1,74,19.3,23.6,42.6,57.4,88.9,80.3,47.7,
Gregorius, Didi,544369,2020,11.8,74,13.2,33.2,31.3,66,71.6,86.5,53.5,
Trout, Mike,545361,2020,23.2,57.4,13.8,14.4,43.7,56.3,72.6,86.2,36.7,
Abreu, Jose,547989,2020,22.5,68.6,19.7,32.2,48.1,51.9,63,80.3,48.5,
Gonzalez, Erik,570481,2020,26.4,74,19.1,35.1,56.1,43.9,75,80.9,53.4,
Voit III, Luke,572228,2020,23.1,79.2,19.2,27.5,49.6,50.4,88.1,80.8,52.1,
Contreras, Willson,575929,2020,25.3,67.8,21.3,31.3,55.7,43.6,73.8,78.4,47.9,
Machado, Manny,592518,2020,14.6,71.8,14.7,24,40.7,59.3,82.1,85.3,46.7,
Bogaerts, Xander,593428,2020,18.2,64.3,17.4,23.7,37.6,62.4,73.1,82.6,43.6,
Profar, Jurickson,595777,2020,13.9,66.5,14.3,28.5,32.8,67.2,75.4,84.9,47.1,
Kepler, Max,596146,2020,18.4,66.7,11.2,24.1,47.4,52.6,84.7,88.8,44.8,
Candelario, Jeimer,600869,2020,23.8,67.8,16.6,26.2,51.2,47.9,87.2,83,45,
Betts, Mookie,605141,2020,15.4,58,6.7,23.2,31.5,68.5,65.8,93.3,40.5,
Tapia, Raimel,606132,2020,18.4,71.3,12.5,30.7,33.3,65,76.7,86.8,51.1,
Pillar, Kevin,607680,2020,18.4,67.2,15.6,36.8,42.9,57.1,89.8,84.4,51.9,
Mondesi, Adalberto,609275,2020,30.0,77.4,31.5,35,55.6,43.1,81.5,67.2,54.5,
Correa, Carlos,621043,2020,22.2,65.7,14.4,31.7,41.1,58.9,78.1,85.6,47.1,
Olson, Matt,621566,2020,31.4,67.6,29.3,19.9,51.9,48.1,82.5,70.1,42.7,
Reyes, Victor,622682,2020,21.1,69,18.8,41.7,37.2,62.8,70.2,80.9,54.2,
Biggio, Cavan,624415,2020,23.0,59.5,18,13.7,44.2,54.5,71.7,81.3,36.3,
Conforto, Michael,624424,2020,24.5,64.8,16.6,25.3,48,52,77.8,83.4,44.2,
Bellinger, Cody,641355,2020,17.3,68.1,19.6,27.9,31.9,68.1,77.5,80.4,47.6,
Tucker, Kyle,663656,2020,20.2,77.3,17.4,26.3,36.1,63.9,91,82.6,50.5,
Happ, Ian,664023,2020,27.3,64.4,24.1,24.2,63.9,36.1,74,75.9,43.5,
Tatis Jr., Fernando,665487,2020,23.7,71.8,23.8,26.1,37.9,60,80,76.2,47,
Guerrero Jr., Vladimir,665489,2020,15.6,74,17.4,24.6,44.1,55.9,87.1,82.6,47.9,
Pujols, Albert,405395,2019,12.5,59.7,11.1,30.7,30.2,69.8,67.4,88.9,44.5,
Cabrera, Miguel,408234,2019,19.7,67.9,14.7,33.9,41,59,75.5,85.3,49.6,
Choo, Shin-Soo,425783,2019,25.0,64.8,20.7,20.3,55.1,43.8,77,78.1,42.4,
Jones, Adam,430945,2019,19.1,72.4,14.9,39.2,45.7,54.1,74.4,84,54.6,
Cruz Jr., Nelson,443558,2019,25.1,69.8,21.8,27.3,54.5,45.5,83,78.2,46.2,
Longoria, Evan,446334,2019,22.0,64.6,21.2,30.1,35,65,77.2,78.8,46.8,
Fowler, Dexter,451594,2019,24.7,66.7,21.1,23.4,41.5,56.9,79.1,78.5,42.9,
Cabrera, Asdrubal,452678,2019,20.0,66.4,16.2,25.2,32,68,72.1,83.2,45.5,
Blackmon, Charlie,453568,2019,16.4,70.4,13.7,30.5,32.2,66.9,76.7,86,49.9,
Cain, Lorenzo,456715,2019,17.0,65.3,9.9,25.2,41.4,58.3,72.1,90.1,44.7,
Turner, Justin,457759,2019,16.0,66.6,13,24.5,27.8,72.2,80.6,86.8,45.5,
Votto, Joey,458015,2019,20.2,65.5,13.7,18.5,37.1,62.9,79.5,86.2,41.5,
Gardner, Brett,458731,2019,19.6,55.5,11.2,22.5,39,59.1,64.2,88.3,38.7,
Braun, Ryan,460075,2019,20.7,72.1,13.1,34.6,43.6,56.1,85.4,86.8,51.6,
Gordon, Alex,460086,2019,15.8,70.9,14.3,26.8,40.7,58.6,81.9,85.3,48.1,
Andrus, Elvis,462101,2019,14.8,61.1,9.5,32.6,37.1,62.9,65.6,90.2,46.4,
Ramos, Wilson,467092,2019,13.2,74.9,13.8,34.1,34.4,65.6,81.5,86.2,53.9,
Santana, Carlos,467793,2019,15.7,63.7,15.4,17.9,35.2,64,76,84.5,39.5,
Belt, Brandon,474832,2019,20.6,75,15.6,22.7,41.9,57.5,89.4,83.8,46.3,
Brantley Jr., Michael,488726,2019,10.4,61,5.4,26,23.9,76.1,69.2,94.3,43.8,
Gurriel, Yuli,493329,2019,10.6,66.7,9.5,34.3,24.5,75.2,74.8,90.5,49.7,
Rojas, Miguel,500743,2019,11.8,64.4,10,29.8,30.7,69.3,66.5,89.6,47.1,
Escobar, Eduardo,500871,2019,18.6,71.4,17.8,37.8,35.1,64.7,75.6,82.1,52.6,
